gene,R_E60_1,R_E60_2,R_E60_3,R_E60_4,R_D1_1,R_D1_2,R_D1_3,R_D7_1,R_D7_2,R_D7_3,R_D28_1,R_D28_2,R_D28_3,R_Y1
MRM1,5.940272,6.838387,7.884409,5.147228,7.455213,8.307832,7.579848,3.989223,6.79188,4.820145,3.067154,2.745111,3.835611,3.018702
ZFYVE27,11.44969096,11.85020547,11.77957389,11.89956313,9.271961713,9.714744392,9.160913519,7.821953315,7.495078624,7.850412594,7.517113658,7.251764269,7.48753408,5.365027452
LOC105611485,2.406635,2.899836,3.904261,2.052376,3.311781,4.12363,3.101782,1.193862,1.308046,1.225738,0.866171,0.21704,0.408501,0.051753
GALC,2.28452834,2.334031626,2.608035939,1.627647656,2.186144583,2.320877295,2.3543866,1.897835917,1.732021942,1.865557332,2.625137388,2.018286936,1.75052251,1.633840144
DFFB,3.192967,4.197509,4.543433,3.084269,3.672496,4.276921,3.434289,3.071523,3.327153,3.423501,2.065119,2.099135,3.279659,2.365239
BRE,5.577350363,7.367699527,6.062916949,9.055688485,5.628104299,4.938967843,4.131187592,4.189957055,4.557910207,3.848431517,3.76590135,3.530073925,5.42610671,5.450811021
PPM1J,2.599888239,1.634935867,1.984467059,1.928030313,0.738703173,0.782099008,1.175951468,0.893209734,1.069143188,1.053618161,1.375583402,0.699730147,4.235627054,1.220463338
VPS33B,10.699555,9.879669,10.188219,10.794363,11.702932,9.02424,8.504177,10.709898,10.94234,10.996658,7.202862,6.029354,9.881591,5.85978
ZNF775,3.794179,3.392368,4.270593,2.757447,4.041409,4.650833,2.801615,2.733735,2.373698,1.808667,3.842989,3.502739,1.480034,0.977313
HNMT,3.578732,3.226532,3.098126,2.913617,4.397597,3.029818,4.159899,2.988277,1.313215,3.180951,2.911568,3.157355,0.902613,1.46197
ZNF202,5.72259531,4.721148982,5.096275142,4.348000448,3.807781227,6.585494616,4.44653324,1.933686886,2.413465458,2.169401173,1.656605657,1.576531566,1.639357823,1.134773354
TMEM233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRS2,3.599180328,1.935851697,2.219450241,2.045241038,2.197054006,2.098697644,2.391438856,1.91137103,1.396783615,1.357037752,2.568591314,3.229748788,2.172307833,2.108183122
LOC101114673,0.652914,0.712446,0.8735,0.574938,0.845081,0.70654,0.90809,0.712749,0.680554,1.002491,0.455718,0.506441,0.583509,0.926273
GBA,4.832164961,5.797339016,4.47388273,5.393074418,7.053821742,5.09900004,6.481349793,9.326246123,9.797972059,10.8351252,11.03766027,10.7383354,7.380510974,5.407335154
PARN,5.400620237,5.828108523,6.061173297,4.973536698,5.751668262,4.125040275,4.83293324,4.216001381,4.49946954,4.484452156,4.388625726,4.528270504,4.957193753,4.725549948
TRAF3,4.257371,4.032073,4.600313,2.566833,3.568201,4.963407,2.947823,3.417942,5.68205,4.883998,2.598097,4.749737,4.204133,4.974191
LOC101121910,2.512255,1.395962,1.871923,1.595097,1.957524,1.163863,1.895905,1.686044,1.143619,1.126117,2.63811,2.383027,1.436897,1.25156
C24H7orf50,2.488117,1.892766,2.316271,1.286805,3.258068,3.327614,3.39567,2.690425,4.767686,1.954361,1.749425,1.485059,2.935396,2.555241
LOC101110168,1.35001,1.165178,1.557201,1.025096,1.421886,1.037306,1.085827,0.903084,1.409405,1.352871,0.60225,0.45568,0.737033,0.294875
MYCN,0.615049,0.815383,0.716992,0.466984,0.59766,0.290745,0.20334,0.88918,0.419775,0.903714,0.765912,0.984052,0.314571,0.146518
ARL10,3.549438,4.062412,3.415676,2.811066,3.64094,4.629015,2.40427,2.978528,2.937809,2.428489,1.747084,3.052877,2.669485,1.566117
EXD2,2.766247,3.815711,3.416652,1.62566,4.305534,4.78992,3.391301,3.557151,4.133265,3.067646,3.289931,2.940606,2.911201,1.917045
ATM,2.187514457,0.416374577,1.159178354,0.696618651,1.510412171,0.787246546,1.812916618,1.772344351,1.133394225,1.146719898,1.828898939,1.894836808,1.469642563,1.439139938
MPHOSPH9,2.816244136,1.054069241,2.203518675,0.92034127,2.771516146,1.366142196,2.151320749,2.85019774,2.174312993,2.399880215,3.319492933,3.358735413,3.548722812,3.638911345
LOC105604156,2.690506,2.169482,1.814661,4.762377,1.268209,0.794693,0.771677,1.597206,1.337287,2.378073,0.922,0.261324,1.143583,0.599808
ENTPD1,0.043849783,0.009037809,0.032999692,0.045922165,0.014397401,0.034900279,0,0.50484107,0.260374344,0.721814656,3.334697508,3.057345226,0,0.057860791
WDFY4,0.216803975,0.075511023,0.27972711,0.096722751,0.231323922,0.349520962,0.321944208,3.089390743,1.817786013,4.171893721,0.856565495,0.692770812,0.115092159,0.063783386
LOC105607199,3.273297,0.909298,4.712069,2.519172,2.637451,2.121557,2.059485,1.648945,1.344672,1.0472,1.2452,1.328899,1.213721,0.667304
HOXA2,0.117184,0,0,0.020411,0,0,0,0,0,0,0.10245,0.388966,0,0
ZZEF1,3.843966,3.470047,3.538069,3.395969,3.97057,4.845625,3.552809,3.495141,4.395655,3.994161,4.524805,4.097032,2.902058,2.053075
KLHDC9,2.164815,3.467116,2.880983,3.572643,2.612099,3.488561,2.284145,2.242577,3.946692,4.060554,1.456114,2.879465,5.39467,3.056671
SBK3,0,0,0.209152,0.036422,0,0,0,0.077634,0,0,0,0,0,0
LOC101115564,0,0.102512,0,0.060643,0.163571,0,0,0.030741,0,0.080674,3.078129,3.907529,0.274492,0
LOC106991904,0.571258,0.576096,0.168293,0.582526,0.081522,0,0.071521,0.120955,0,0,1.406375,2.014699,0,0
LOC101119517,0,0,0.022672,0,0,0,0,0.788639,0.973434,0.247482,1.405344,1.076532,0.034249,0.357947
LOC101107831,0.381859505,0.410781547,0.517191792,0.186302002,0.420534323,0.191991875,0.227728499,0.304547561,0.206442523,0.152801719,0.408635755,1.112968254,0.300351679,0.121091257
LOC101103909,0,0,0,0,0,0,0,0.47219,0.203031,0,0.022796,0,0,0
PPIL2,10.259775,9.252746,10.432493,8.794324,11.813032,12.739914,11.15692,12.791267,13.241601,12.883927,7.934494,8.021343,14.148559,8.404456
C24H16orf58,9.413198,8.707008,10.054708,8.968148,10.324352,12.10015,11.319816,11.068094,12.111817,9.790569,8.874188,7.213014,11.132966,6.366357
PLEKHM3,3.987329,3.933089,4.680796,2.608687,3.335228,2.350369,2.077896,1.840726,2.16417,1.962249,2.541225,1.600392,1.938911,0.845674
LOC105614940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD21L1,0,0,0,0.014797,0,0,0,0.012171,0,0,0.02761,0,0,0
LOC101103408,0.865899,0.904816,1.171006,0.837537,1.023388,1.197181,1.849186,0.776734,1.780419,0.841402,0.502816,1.048837,2.156024,1.99478
DFNB31,1.319967,2.406052,1.933001,3.065152,0.937927,0.828542,1.022126,1.398917,0.819871,1.736419,3.018013,1.593537,1.496605,0.864902
LOC101105256,0.043568499,0.085280517,0,0.201126321,0.846492329,0.308033767,1.113304581,0,0.547486527,0.095087325,0.042543219,0.321300931,0.816296824,0
ZNF605,2.152955439,1.329531205,1.880246025,1.345749242,1.694439185,1.161538035,1.850585111,0.906061924,0.842122432,0.804582755,1.023466884,1.06505769,0.854312147,0.799834307
CD69,0,0,0,0,0,0.096521,0,2.368656,1.541794,3.896515,0.331769,0.564949,0.67536,3.253882
GJC1,0.886805646,0.971012392,0.986199534,0.431671846,1.051970061,0.501882644,0.240016147,0.455388486,0.148877785,0.353756703,3.117662897,2.665034738,0.033181209,0
NSL1,3.486587257,2.509975131,2.994441068,2.754422762,3.853049068,2.92586688,2.970306725,2.515047327,3.396343465,2.531178393,3.124589781,2.506160189,3.896420814,3.587464686
STK11IP,7.643933287,7.692035799,7.895716341,9.37267497,6.509767785,7.914050211,6.593102775,5.294725541,8.571531738,6.731996476,4.141480692,2.758598304,5.302542161,3.202513521
LOC101105510,4.397967,3.314818,4.637817,2.680048,4.933423,5.866152,3.426556,2.694855,2.627532,2.467664,2.604949,2.328653,1.933871,1.858741
PCNXL4,4.021539194,1.824202183,2.659437804,1.625989618,3.576707172,3.861788728,3.857443806,1.933063167,1.878610984,1.44458829,1.409349303,1.885089943,3.049114684,2.082933711
KLK11,0,0.036507,0.040554,0.066607,0.120829,0,0.071982,3.015219,0.722251,1.04007,0,0.303853,0,0.037379
VPS54,4.710532337,2.779202761,3.078070083,3.494465062,3.305754891,3.218343499,3.079364464,2.987027385,2.240961332,2.237205662,3.364427815,4.225216239,2.97037876,3.648544658
FUZ,8.150106,7.993906,8.047887,6.592357,9.508621,6.607371,6.571308,4.374819,9.242634,10.238119,6.037849,6.851199,6.881236,8.289862
KCNJ15,2.413621616,2.88167809,3.524788599,1.544741162,1.896650748,3.889315562,2.711153192,1.9481958,2.066371217,1.50195349,0.518078686,0.584098385,1.20265749,0.969677853
LRRK1,5.918241,4.995153,5.56225,4.305602,6.550969,4.656185,3.844938,5.252657,4.798259,5.334375,5.314561,4.276416,2.328442,1.624127
NSUN3,1.979671,1.976782,2.609305,1.940174,2.159196,1.461911,1.831518,1.912577,2.353188,3.212477,3.105464,4.235299,4.530092,3.755474
RAPGEF5,4.124391125,3.770222821,3.862961591,3.122839263,3.023531062,2.654418185,2.313729315,1.912803274,2.528509372,1.889867815,2.211003452,2.488625412,2.39064322,1.558629298
CCSER2,1.843550936,1.19210896,1.251815318,1.279123034,1.224269474,1.129857877,1.091853799,1.403538233,0.828591296,1.078031074,2.631367492,2.851852733,1.39008986,1.413132349
LOC101103401,2.460751,1.088004,1.521045,1.272561,3.754029,1.057959,3.176576,0.315857,3.572808,3.627183,0.589405,1.047598,1.220056,1.952437
LOC101107178,2.503081,2.250222,2.905724,1.766349,3.62794,4.355698,2.503098,2.621587,2.632897,3.395573,2.084437,1.794567,2.46742,3.246668
TERT,2.715539,2.604287,3.616165,1.441873,3.016772,3.881954,2.929026,1.613146,2.768523,2.208103,0.158348,0.199587,1.141476,0.429269
CDH17,0,0,0,0,0.036381,0,0,0.418342,0.290102,3.365949,0.114674,0.14217,0,0.156856
CADPS,0.099869,0.059583,0.103553,0.071103,0.285975,0.267792,0.009949,0.020695,0,0,0.310305,1.557673,2.320124,3.880934
LARP4B,1.989062001,1.835998946,1.630280337,1.946142555,2.247318965,2.350189958,1.591322426,2.28347199,2.344446476,2.178834172,1.90096972,2.189702111,3.054218031,2.085861596
ABCC8,0.073339,0.012023,0.023261,0.014201,0.012768,0.019331,0.021963,0,0.012446,0.01655,0,0.03651,0.031298,0
PRRT2,0.278125888,0.311919239,0.137908684,0.393368509,0.081289832,0.102581094,0.06453541,0.205355043,0.361695596,0.273792403,0.360653224,1.281966064,0.232712611,0.145576059
WDR7,3.003763613,3.057344594,2.439862701,4.219230664,2.03901681,2.130966789,1.987189122,3.232116154,3.097459332,3.844260824,2.954027173,4.337135016,2.779681379,1.750469734
NXPE3,0.75193163,0.566524659,1.096463416,0.447227011,0.680574507,0.34390847,0.482798975,0.295981345,0.412006873,0.155473814,2.754566274,1.997731523,0.224278491,0.076943233
LOC101123578,0,0,0,0.031404,0.166673,0.039384,0.050639,1.163862,0.754504,1.326722,1.194784,0.80746,0.197087,0.009592
LOC105606211,0.039094,0,0,0,0,0,0,0,0,0,0,0.054922,0,0
FAM221B,0.50710579,0.436656396,0.428981495,0.276798116,0.301451942,0.087328447,0.154025663,0.20149486,0.112747637,0.345018771,0.145065078,0.244141139,0.183631844,0.085835687
AVPR1A,0.897635,1.748618,0.425477,3.874328,0.102056,0,0.266315,0.048053,0.096862,0.063193,1.216219,1.510801,0,0
KLHDC7A,2.408214,1.733413,1.849827,1.248998,0.715227,0.267493,0.419033,0.3874,0.179888,0.956285,0.138047,0.067069,0,0
RASSF9,2.291524701,1.045990093,1.554768545,0.489016981,4.015709233,3.101720141,3.881114154,2.348359197,2.029042534,1.419757217,2.0370699,2.930480241,1.517073266,1.438743824
LOC101120227,2.134329,2.884632,2.547387,2.213017,2.251874,1.61306,2.270288,2.781249,1.839974,2.49593,3.334929,3.870197,2.525693,2.031273
TMEM138,5.363734467,3.96731774,4.973970997,3.382218663,3.328461231,3.085156001,2.633397692,2.44634075,3.177649325,2.989785095,2.807145875,1.859781067,3.309169653,2.452693672
PIAS1,4.463471397,3.596428419,3.454648781,4.403146684,2.470770443,2.119659277,2.434535883,2.681845379,1.839754526,2.210352614,4.051760828,3.91404558,2.05492752,2.062765947
ZNF407,3.43709,3.102202,3.113216,2.388484,4.176018,4.55731,3.500157,2.509566,3.470345,3.139433,2.505917,2.732863,2.272117,1.371826
POLK,3.867385036,1.449941152,1.939606508,2.862996642,1.988799633,1.091488727,3.147635085,2.312833641,1.257157534,1.700207935,2.609120306,2.612178269,2.447676263,2.524633059
MID2,4.972233099,3.009265889,4.751899022,3.6779408,3.451613452,3.151712523,3.28636875,2.576470312,1.984981858,2.032106864,3.615557288,3.242776489,3.118871847,2.426218969
ZNF215,4.999121909,4.335190052,5.085002243,3.151408798,4.850186936,5.084385033,4.425447957,3.054214716,3.819890914,3.300216347,3.81365089,3.767559359,4.447258402,3.723155598
LOC105602040,2.426856,1.555592,2.410543,1.763203,2.441869,2.559123,2.326379277,1.172893,1.11671,1.197093,1.826643,1.59851,0.855975,0.714087
ZMYM1,3.303607957,1.805366616,1.931357723,1.576022739,2.691703692,1.344913803,2.444290795,1.943211651,1.218977916,1.466650709,2.285827791,1.982364471,1.731282794,2.020535051
PIGT,9.730014,7.826057,9.709097,6.147146,9.489251,12.122549,10.719913,8.584233,12.043111,10.336501,10.223459,7.233232,11.274568,8.176517
DSE,1.374837651,1.472706071,1.521622964,1.524835401,1.508472746,1.738946101,0.950152693,1.303006603,1.560282154,0.917529556,2.64846227,2.032002363,1.172802142,0.514839449
LOC105610214,4.081633,4.67288,4.716957,5.38509,1.661742,1.738679,2.20955,1.069978,1.76647,1.704091,1.265673,1.436738,2.341973,2.158905
LOC101102110,2.46435,2.417474,4.147119,3.060629,1.731916,0.961784,3.642717,0.56053,2.515438,3.802315,0.3486,1.005206,1.121206,1.558472
CGRRF1,1.493212589,1.083374202,1.051281529,0.751966916,1.459739312,1.047393686,1.136382574,1.016903486,1.111986036,0.780247014,2.643680374,2.486094293,1.830918324,2.522622557
CACNB3,4.287155632,4.832231321,5.012463803,3.03400053,3.455063249,3.201541613,2.098076454,2.581596552,2.336935247,1.719174389,5.240279966,3.816592284,2.219992588,0.767045767
EPS8L3,0,0.097204,0.022793,0.054656,0,0.038482,0.240964,0.056223,0,0.063272,0.057992,0.269752,0.387008,0.37431
SPX,4.998847,2.491639,4.81033,2.932759,1.895068,3.85589,5.543437,1.454649,3.647209,2.614265,0.667202,2.043866,1.820465,2.685635
LOC101110269,3.602029,2.747667,3.322404,1.775249,2.779846,2.080574,2.509302,1.996019,1.455538,1.231696,1.811551,1.68602,1.604189,1.69349
TMEM26,0.105047,0.083042,0.03182,0.144064,0,0,0,0.056424,0,0,0.614663,0.937226,0,0
N6AMT2,4.294373038,4.588618394,4.965067074,3.616201561,5.524574335,5.265270179,5.204836774,3.664497621,3.466960901,3.158903288,3.501800037,3.210823458,2.492307109,1.969167116
WRN,3.12792319,1.793441944,2.064357512,1.570657093,2.951431838,2.651112829,2.934586058,1.987451027,2.035081591,1.936864333,3.103628516,2.116896731,2.397874914,1.853416196
LOC101102357,1.759887,0.609272,0.361653,0.715804,1.308327,0.51582,3.847536,0.623335,1.358119,1.503134,0.316733,0.911748,1.710384,1.741932
B3GNTL1,3.112478,2.613023,3.521322,3.167561,1.812233,2.123598,2.235718,1.376324,1.423954,0.934624,1.458634,1.094767,1.265046,0.43404
FAM131B,0.185499,0.192153,0.090412,0.205553,0.060294,0.166198,0.01835,0.214436,0.0778,0.28151,3.240582,3.845714,0.024057,0
RTN4RL2,0,0,0,0.092252,0.042995,0,0.138359,1.811844,2.319902,3.843773,0.091728,0.187292,0,0.094281
SCARA3,2.192182,2.189986,2.13573,1.215014,2.934223,3.608929,1.972183,1.59725,1.378364,1.372731,3.270314,3.232014,0.222837,0.166305
GTF3C2,6.239443815,6.150039805,6.665777457,5.271034884,8.271333474,7.672665422,5.65776187,5.779564416,6.498586313,6.660467089,3.556856249,3.309939936,5.97071254,4.668262413
LOC105604880,3.085808,2.376101,3.842005,1.19824,1.980342,2.586316,1.395498,1.432541,1.941587,0.925225,0,0.151443,0.236072,0
FRMD3,0.652916553,0.475804451,0.623634972,0.331539821,1.293417774,0.257410503,0.354821731,0.577242065,0.364645568,0.270014632,0.723571557,0.670196433,0.71323447,0.055199173
ALKBH8,3.840591914,2.666394795,3.432883645,2.215623306,2.578713378,2.903585782,3.40084923,2.796725098,2.324177642,1.6866344,3.755777635,3.36363179,3.261851808,3.214047361
LOC101122968,2.153853,2.577354,4.313386,2.961871,2.574019,2.323907,2.988179,2.578468,4.036956,4.713133,3.159422,3.059902,2.0572,5.052193
ZNF473,3.848524033,3.258763175,4.63037686,3.067229495,3.638269045,3.25136363,3.234689704,2.308259943,3.334640279,2.915205976,2.709392348,3.426446049,2.69331364,4.441429997
TRUB1,2.572444,2.152769,2.54155,1.52607,3.248498,3.838998,3.31839,1.784049,2.180565,2.461207,1.859324,1.736967,1.978889,2.416383
PPP2R3A,2.270313909,1.141798118,1.20396098,2.208574263,1.445692437,1.266534092,2.013358796,1.355050641,1.190990283,1.039570585,2.125568178,2.130753216,1.682988128,1.702776949
LOC105604847,4.168341,5.27803,4.175025,3.55442,3.854179,4.704723,4.568674,4.170721,5.084388,4.347427,1.8894,1.78175,2.724898,2.452679
LOC101116922,1.904929,0.986261,2.384871,0.999701,2.081904,1.235381,3.31314,0.650727,1.927736,3.833607,0.102374,1.397306,1.63033,2.697634
NCDN,3.930229,4.009358,4.632224,1.904931,6.758317,8.690798,6.654584,5.499467,6.625202,6.434851,4.325151,4.335375,4.892809,3.852742
SYT17,3.321562042,3.252321841,3.444884568,1.492830674,3.772257331,3.879757029,3.170974955,1.935569124,2.39571897,1.53540922,0.682333525,1.009390478,0.827167726,0.837247769
C12H1orf27,3.469240803,1.801239881,2.428974913,2.640960325,2.814617442,1.575226771,3.263211134,2.854511759,2.304507613,1.9888091,3.678813203,3.048632604,3.490864211,3.766471261
RASL11A,0.385797,1.12873,0.456463,0.358038,0.682898,0.476302,0.386845,0.861391,1.040983,2.343319,2.599746,1.850205,1.294651,0.678877
CXXC4,3.813643,3.182737,3.860626,2.214386,1.808867,1.032365,1.174275,0.113013,0.098234,0.130795,0.150938,0.28414,0.101959,0.02672
KAZALD1,0.715488,1.372408,0.814473,2.132495,0.118707,0.107906,0.041371,0.216835,0.19526,0.499297,1.467152,1.880478,0.344456,0.133795
FAIM,4.106855966,3.738762707,4.716870017,3.071638138,4.594168264,3.368105397,3.646294516,2.416613919,1.430163431,2.205826129,0.541898732,0.687150773,0.242007616,0.310690437
BTBD11,2.500498,2.574756,5.598821,2.310587,3.573426,3.923771,2.339629,4.636944,4.678178,3.283384,3.181313,5.112433,5.702214,2.95369
ERCC4,3.706567,2.25846,2.275655,2.644151,3.231406,3.832594,2.723095,3.099014,2.314308,2.262368,3.680494,4.223913,2.108854,1.621942
IL7,0.263592807,0.131175791,0.321667015,0.077800425,0.757555781,0.540647269,0.205223806,0.879389949,0.396140866,1.42339568,0.373168063,0.713333656,1.465069494,1.124344663
NLGN3,0.643499906,0.575638268,0.858880309,0.607431559,0.28834,0.363188,0.216115,0.215056,0.202943,0.108313,1.753403711,2.009286282,0.13032,0.042451
ZNF362,3.675963,3.821586,4.167881,3.153443,3.304883,3.619724,2.273031,1.363978,0.938278,1.10017,0.86791,0.625941,0.309361,0.216568
FGD2,1.186885,1.927427,0.954044,4.786189,1.006705,0.844951,1.276541,4.483071,2.830384,5.558543,1.739614,2.586154,1.229863,0.891398
TUT1,6.551654,7.092725,7.612947,6.061223,9.780242,11.482208,9.631031,7.076949,7.023,7.69411,5.922142,6.139096,6.827186,6.623796
LOC106991399,0.28278,0.092252,0,0.563713,0,0,0,0,0,0.126988,0,0.255809,0,0
SYNJ1,1.849297,0.991433,1.451193,1.240759,1.639442,1.790065,1.268943,1.783901,1.951597,2.126754,2.615913,2.486161,1.094403,1.324803
PDCD1,0.067383,0.31549,0.08696,0.299262,0.187175,0,0,2.137938,2.502789,2.500567,1.838655,2.192158,0.261199,0.247764
XRRA1,0.921131,1.004965,1.090632,0.962221,0.882248,1.407115,0.914412,0.439402,0.446089,0.684724,0.784979,0.239615,0.743681,0.279049
SPAG1,1.345339,1.953134,0.909954,4.449702,0.603818,0.688317,0.775432,0.846789,0.630065,0.848191,1.081098,1.056442,0.510533,0.672347
CEP164,4.409511,4.783667,4.027356,6.287736,3.200129,3.338051,2.862227,3.725626,3.624106,3.250563,4.200984,3.729723,3.754661,2.983385
LOC101109587,1.630957,0.652602,0.972631,1.125251,0.846177,0.361927,0.655667,0.608631,0.646322,0.756885,0.940522,0.374455,0.6291,0.618756
GLI4,4.101612,4.298482,5.096653,3.823426,4.77568,5.653188,3.755186,3.783185,4.587745,2.489142,3.156234,4.391182,3.551408,3.113539
LOC101117300,4.208158,4.580554,5.12991,3.873574,6.524294,5.231383,4.623469,4.170009,4.172601,5.174206,2.223498,4.054116,2.838848,4.114733
LOC105602973,1.653073,0,0,0.955482,1.441201,0,3.811334,1.217393,2.312004,2.47744,0,0,0,2.876983
LSG1,6.503171,7.182772,7.399748,5.683516,6.384514,7.874411,6.296808,5.46677,5.570752,4.253085,4.640711,4.933331,4.960999,5.738833
C7H15orf61,4.326345,3.262735,3.697959,4.117772,6.746755,7.240275,6.761775,4.309398,7.207052,3.966536,3.976927,3.048908,6.137858,6.971609
ZNF711,3.924352009,1.222404022,1.770387209,1.613156417,2.028004357,0.791369858,1.708954615,1.546456391,0.767190873,1.31241062,1.536901317,1.49855536,0.854921573,0.410370353
TMEM104,1.932675,1.147131,1.889778,0.911702,3.297962,4.755836,2.663594,2.797704,3.821844,3.093954,3.817142,3.534456,2.507653,1.27879
LYRM7,2.33979876,1.404975633,2.42196024,1.711124914,1.892829862,1.272913865,2.459315204,2.022127272,1.57352831,1.785241165,2.529208186,2.423171823,3.346954687,4.216931345
LOC101110904,2.789375,2.703363,2.812175,2.287737,4.039504,3.609208,2.751232,1.702473,2.104215,1.818542,1.695581,2.396597,1.318604,1.781853
LOC101111014,0,0,0,0.03943,0,0,0.041145,2.082487,2.935878,3.806068,0.498264,0.939884,0.072705,0.303877
KIAA0556,2.931288872,2.667516041,3.200909634,2.019345633,2.756207246,2.911103041,2.095792254,1.958973374,1.825896316,1.994620984,2.181608776,2.410014921,1.884217755,1.208392138
TMEM117,1.937427722,1.812314325,1.718573133,1.224635043,2.557855199,2.783588889,2.174823899,2.158633536,3.162498562,2.805374758,3.40930738,3.074216722,4.462561572,3.902306235
IRAK4,3.946016,3.282473,3.855778,4.82943,3.331894,3.912081,3.560107,4.35511,3.842905,4.216736,2.841207,4.24901,4.11608,5.015064
TTC13,2.920260062,2.286080948,2.910159316,1.664451672,2.795613376,3.787315989,3.654851252,2.817464601,3.44689172,2.999582119,3.27778167,4.145827717,2.195215568,1.645676888
EVI5,3.725189225,1.553932205,1.730715456,2.069822273,2.532554839,2.258629196,2.661168265,2.56835866,2.129675659,2.487155543,2.980797279,3.872368066,2.478769006,2.695151999
LOC105607399,0,0.065479,0,0,0,0,0,0,0,0,0,0,0.186956,0
LOC106991852,0,0,0,0,0,0,0,0,0,0,0.496647,1.469969,0.085041,0
LOC101110112,0.653833,0.488544,0.406549,0.535204,0.860939,0.501281,1.060073,0.140551,0.831462,1.284348,0.190374,0.913048,0.252633,0.865662
CNDP1,0.307017,0.411419,0.142621,0.51335,0,0,0.058184,0.239349,0.085043,0.022083,0.030992,0.222832,0,0
LOC105605149,0.022147,0,0.045837,0.022426,0,0,0,0.066027,0,0,0,0.028297,0,0.08179
RUFY3,1.064725078,0.795099459,0.66342893,1.185926125,0.49773488,0.784524308,0.43375783,2.018749403,2.10836534,2.420560844,1.910238422,2.315259923,1.891827218,2.339048768
TRPT1,1.313570755,1.50343734,1.00437066,0.903456165,1.791189219,1.642689974,2.570383082,1.976137604,1.797979951,1.605026132,3.388306489,3.022158095,2.640860758,2.71592895
REV3L,1.255850395,0.504043712,0.766761329,0.874846358,1.096352114,0.37930377,0.823417295,1.568524756,0.895646969,1.015692241,1.713670478,1.715534259,2.066101813,1.238566666
RRNAD1,6.677623,8.060279,7.822441,7.504715,5.891369,6.55713,7.247059,4.506631,7.18128,7.794044,5.724892,4.782402,8.102057,6.449496
MMP27,0.014195,0.190945486,0.138907556,0.113188627,0.111081638,0.047062,0.290276244,0.0267,0,0.025188,0.416707211,0.456304808,0.035967667,0
POLI,3.755653575,2.672257013,3.944050675,2.7812993,3.560319871,3.390575774,3.282487395,2.446465056,1.402731149,1.594930036,1.73653387,1.696950636,3.176072956,2.0874879
RNPC3,3.084589606,1.06979892,2.174566889,1.721364756,2.270420041,1.036446341,2.634485968,1.33915842,1.048968707,1.504922747,1.492039345,1.030604492,1.706579385,1.158420585
LOC101116390,0.59787,0.166511,0.281587,0.177869,0.297873,0.406566,0.35477,1.416587,0.486773,0.462164,2.157702,2.328297,0.590196,0.363333
CPLX2,0.269154599,0.185635742,0.396376893,0.147253788,3.790772753,1.938728119,0.6292698,0.250541563,0.281672,0.304875789,0.031463158,0.260906804,0,0
LANCL2,7.376795265,8.30828935,7.645220757,5.477319372,5.968693682,6.530587597,5.195012272,4.377610417,4.637929909,3.785368695,4.596602605,4.220264885,2.562205539,2.486750792
LOC105604962,1.062383,2.998095,0.517804,3.789781,0.371404,0.219639,0.242355,0.833067,0.193418,1.101661,1.628832,0.440394,0.558932,1.949617
SHROOM4,2.259333148,1.692850074,2.333202256,0.793320757,1.808019797,1.382076759,0.892828878,0.975220838,1.293869532,0.876361312,1.897349335,1.883568422,1.02236074,0.69143871
HOXA1,0.289319,0.12013,0.070354,0.162528,0.02783,0,0,0.312159,0.163512,0.390252,0.458541,0.421022,0.064534,0
FAM110B,3.082137,2.813111,2.932221,1.332917,2.022239,3.270341,2.03354,0.930459,1.461348,1.60633,2.724997,1.714748,1.098643,0.548265
SPATA5,1.361611339,1.232533239,1.551155958,0.517773162,1.662906641,1.870876278,1.726643776,1.455928269,1.342279239,1.211587264,1.63978224,1.777030958,1.647018914,1.172468831
PLEKHG1,4.527059,2.776704,2.781074,1.96059,0.811263,1.252878,0.78172,0.833752,0.376735,0.637333,1.47665,1.867811,0.346901,0.265798
USP20,7.149135,6.519805,5.914816,7.432528,3.473352,4.089468,4.291154,3.87341,3.962977,5.212889,3.908898,3.713155,3.897133,2.220323
SCFD2,6.411889,6.571897,6.938536,4.702362,7.846932,7.610125,7.961537,5.257278,6.29142,5.263928,5.711141,3.749964,5.598844,5.827061
PACRGL,4.043528949,2.875616909,4.034747412,2.722580076,4.133519254,3.003142258,3.077354607,1.416449307,1.351102417,1.676373352,2.46317472,1.776196947,1.604503331,1.769301741
GNB5,0.913084,0.862848,1.352487,0.457869,1.892942,1.307172,1.777985,1.335827,1.111381,1.192009,3.846143,2.466382,2.46212,2.943778
HMBOX1,3.268217099,2.771955215,3.136438027,1.981563499,3.150408087,2.54356405,1.778278216,2.878065954,3.32590281,3.255094751,2.515548769,2.480048932,2.651098312,2.492703347
COG8,12.535341,15.353087,15.332272,13.362393,15.644991,15.674807,11.730823,12.786984,12.713181,11.215138,12.306782,11.269045,14.98397,10.356863
RRAGB,3.212299248,3.855775556,3.772051233,2.40039026,3.548964175,3.181418751,3.596899869,1.940745808,1.771459065,1.624758119,0.68292954,1.779861026,1.98508238,2.345086665
TXNL4B,5.958481324,6.424914855,6.877211183,5.70560853,5.333877542,4.083374227,4.623264739,5.028518702,4.86839276,4.610172337,4.847741255,3.535578021,4.136421819,3.806275544
