gene,R_E60_1,R_E60_2,R_E60_3,R_E60_4,R_D1_1,R_D1_2,R_D1_3,R_D7_1,R_D7_2,R_D7_3,R_D28_1,R_D28_2,R_D28_3,R_Y1
LOC105604827,4.711468,9.679796,5.62241,9.372742,5.885556,5.796996,3.925076,0.866154,0.813006,0.482209,1.031807,1.032727,0.215367,0.260606
FRYL,9.931925587,3.743545385,7.160054963,4.512463313,6.859986755,8.096329377,7.575363514,6.520011039,5.014476492,4.735821759,5.066201103,5.996783792,8.023608612,5.339414486
PPARA,5.969093864,6.720946014,5.441365588,5.113617634,4.971132114,4.442625678,3.068460348,7.979833288,6.85218456,7.867683627,6.079234574,6.410170145,5.68314086,6.175596566
SS18L2,28.448526,38.675377,32.856426,45.805901,31.971123,30.002518,29.269857,35.865532,30.82115,40.870865,32.992252,44.181759,31.540831,28.485683
PIGL,30.200459,34.421703,31.983589,43.960438,34.80537,35.084648,36.524681,30.771799,30.454641,30.173164,17.211037,19.483904,40.525372,36.756966
LRRC42,13.695448,15.470933,14.37815,12.419205,19.99893,19.92804,16.542601,19.59269,23.773794,20.390722,12.47348,17.932173,15.784764,15.611503
ATN1,29.572538,27.622679,29.653852,21.132883,32.749607,38.801071,25.551048,23.74757,24.785477,21.332872,39.348671,37.439079,18.888571,14.481161
PINK1,22.947372,22.745171,16.23811,24.861921,24.757923,30.356453,26.630749,38.042328,39.795933,42.221504,32.801575,28.864202,36.211803,28.102024
ADRA2B,0.135922,0.194945,0.135038,0.155879,0,0,0,0.000611,0.014649,0.086832,4.479836,4.928633,0.080588,0
XYLT1,2.443041,2.488818,2.95971,1.233555,3.307589,2.790923,1.862782,2.935554,3.495274,3.03271,3.893515,4.020246,2.264793,1.048396
PDCD11,10.12440313,11.50271564,12.50963337,6.962930234,17.93504864,25.38889929,16.98072278,12.22002681,15.80495249,13.45989882,7.819415169,8.19279837,10.96100697,9.607902682
PPM1H,7.339817,7.690277,6.681855,10.050884,6.352627,5.380337,4.131952,4.297862,2.685566,5.196817,3.182972,3.91159,3.912592,0.040526
TBC1D2,3.714222,4.648466,4.122215,4.477265,4.992944,4.002522,4.405611,10.447405,11.702539,14.808216,2.953633,2.940438,8.615473,5.8994
STAG1,7.511863626,3.719579265,5.535437037,4.600418001,7.303770815,5.689472083,7.461249392,5.208391411,4.643295956,4.180793138,6.15054102,6.018674064,4.688680717,6.117978206
RNF139,8.551525,8.900629,8.288609,9.269371,9.826972,9.373565,9.582602,9.348224,10.665062,11.97118,12.153258,15.71699,7.474513,7.918328
SLC25A16,4.203949362,3.290469974,3.298980138,3.537997769,3.519780198,3.629193095,3.157196924,4.052237129,2.837313895,3.172545796,4.99489019,5.121425892,2.459201544,3.674250399
PRKAR1A,58.93169101,68.98014266,68.27514141,61.94791887,87.76655335,93.83503278,82.76313581,87.39382508,103.5137655,93.21569962,86.05471982,68.94099093,68.33121891,59.13935079
LOC105607811,13.7585963,14.58314082,12.59153274,13.10121248,7.382701607,7.711568312,6.194583449,2.784708378,5.14925643,5.395195129,1.324467295,3.115925333,3.854144629,2.843473358
SH3RF1,6.322179,6.323079,6.684173,3.297222,8.406128,7.952337,5.341227,6.930243,10.087523,6.723695,4.032965,5.633014,4.017452,3.160571
DLG1,11.26625678,7.236711704,7.707724878,8.262254481,7.743423844,5.56341286,6.715458147,6.097812464,3.725534441,4.416185084,5.461295324,6.004971728,5.660736853,6.31172688
INTS10,17.66952866,17.9689499,18.40652336,13.78255746,19.4470376,22.63969395,20.44884535,13.73188467,17.82011269,16.60705325,14.41534796,11.92796651,13.75047929,11.6996483
WRNIP1,10.401036,11.864292,10.823618,8.976467,15.447755,15.794797,11.672137,11.725334,15.970268,11.638976,10.21565,9.000776,9.989615,10.302272
GPHN,3.452221397,3.063301289,2.96157301,2.237559043,4.801666678,3.001152442,3.72218873,3.396354559,4.998286255,4.336672114,3.442956952,3.478796099,4.558104901,5.155528947
VAMP3,32.152554,36.495182,31.735189,44.457714,30.84634,30.78735,23.443048,28.801191,26.832817,27.683977,37.246387,38.532063,21.722071,29.819769
EPB41L3,1.489305596,2.355190141,1.769617353,1.409063747,0.441131185,0.350366276,0.206095398,0.65862228,0.864541513,0.467257789,7.68305092,5.503925751,7.653610028,4.418179077
CPM,2.414211,1.656463,2.046767,2.609206,2.994026,0.88974,1.407823,5.542486,1.636494,6.125888,3.699548,7.127965,2.111664,0.692793
EFNB3,2.414391,2.263333,2.178402,1.194457,1.509139,0.619968,0.366173,1.133364,0.500398,0.658257,2.221098,2.387147,0.439424,0.158684
LOC101121958,18.775963,19.688137,18.700254,24.906559,29.413952,26.912027,30.207521,38.82457,40.906307,40.761524,25.435621,31.339783,45.121662,44.783958
PSMC4,40.357861,45.90596,46.313236,35.601135,74.402451,65.117874,66.273125,60.167503,74.908264,68.092033,41.607002,48.3848,53.958149,58.105797
DHCR7,8.478434,10.409405,10.562136,3.108561,13.128643,8.370203,7.329363,14.434311,13.076926,17.670809,11.301568,8.247921,9.157529,4.013052
LOC105608622,7.01002,7.995343,6.971012,6.826972,9.156111,9.536352,9.531153,8.356869,8.499853,9.046856,4.947944,6.815917,5.662477,7.552714
LOC105604882,6.845198,9.624654,7.796421,8.879861,5.961463,9.007758,5.677654,1.240549,2.899859,1.6346,0.292731,0.131045,0.30029,0.200072
WDR92,10.427796,11.15843,10.005518,8.828015,10.295074,9.102786,9.059777,7.672668,8.464815,7.495453,7.584873,9.483819,7.28221,8.524817
ENTPD3,3.270831028,7.583751749,10.03510095,2.618597294,8.779062927,11.36204894,10.0623103,9.215707076,6.902172922,9.260316054,3.451789511,3.879981593,10.5947885,4.401097076
TGFBR1,9.034478287,5.355056644,5.787580068,5.518624348,5.912256634,5.488172013,4.802804022,4.876330978,3.981940799,3.77195059,7.105066288,8.925194537,3.762149157,3.088886655
CDK10,20.920431,21.380451,25.280365,19.707603,25.045033,31.902546,35.061157,18.689915,22.560955,18.96216,12.252604,10.229844,19.937059,16.162148
MVP,24.237869,34.15604,22.92721,51.986626,20.895237,30.132494,20.744741,39.318295,54.824631,38.226784,30.578974,35.215477,50.474846,43.706448
MN1,5.698854,5.030514,5.437612,7.562592,3.621174,4.645905,2.748885,1.984704,1.780545,2.00577,1.864176,2.2476,0.816897,0.117023
LOC101105348,8.734269,9.037571,8.55954,8.488853,1.37195,5.981843,5.713743,4.256565,2.383964,3.099687,6.115761,7.532544,3.689551,1.367227
GRB10,1.769589,1.999056,2.00624,0.832702,1.561505,1.923274,1.460796,2.377787,2.018162,1.530122,8.572509,7.076918,1.234641,0.792709
LOC101111719,22.44156061,22.20260221,28.39522627,16.98825653,10.70433886,11.97693487,15.07720152,9.792714313,10.38442508,8.590185514,4.318762635,4.604741585,8.075380768,3.726641155
SEC23IP,8.43161,7.039728,7.274829,6.930452,8.692994,9.035695,7.855755,7.234817,7.224494,6.432679,10.092809,9.227388,7.680492,6.769666
TMEM134,17.349634,16.335699,19.852501,19.61573,20.90657,22.422657,21.645126,19.721096,24.069269,23.697826,12.328642,22.746164,33.742355,28.716845
CTXN3,0,0,0,0,0,0,0,0.009147468,0,0,0.036675873,0.025130018,0,0
RUNX1T1,0.615478847,0.302814262,0.168410446,0.334673869,0.263410398,0.119104915,0.051649331,0.063283849,0.040671936,0.121986844,3.806507342,3.389806849,0.036320079,0.016963008
CCDC51,8.602273842,7.362573601,11.11444905,6.7737894,11.54215654,12.01509586,9.614626661,9.01047286,10.56857173,9.174347318,9.0875512,8.428190654,17.5121232,19.4266338
LOC101105876,0.078813,0,0.055666,0,0.221333,0.195979,1.867568,3.665468,3.399971,1.958131,6.844463,3.27916,8.913872,5.396976
LOC101114920,0,0,0,0,0,0,0.199184,0.183696,0.058658,0.168442,0.238694,0.568859,1.372476,2.761348
SGK2,0,0.056398433,0,0,0.058631721,0.043247276,0,0,0.035614557,0.02529172,1.368183167,0.097001657,0.060453508,0.057582738
PCBD2,16.60303271,15.73461377,18.58452159,20.81854532,23.47899507,17.36017094,22.77253744,17.80908064,19.541379,15.97595313,22.1219558,23.79345286,24.14329735,29.33130087
UBXN2B,7.411264,6.804909427,6.623677299,5.392918,7.190025221,5.645127,5.539485,6.752661641,6.61305354,5.813627,9.933215029,9.104275899,7.287585522,5.525856338
NCKIPSD,7.858942,10.343925,8.829229,20.246632,7.628681,9.851185,7.531467,5.331026,7.748459,5.976885,4.753428,4.369382,5.444942,3.281781
DTX3L,2.248831,2.030918,1.666977,5.994649,1.721559,1.47343,1.47419,3.837621,1.857127,2.68895,6.848184,11.003406,1.162087,1.345119
DPH1,15.04035491,14.54841756,18.23688925,10.03563702,18.69539909,21.16598352,20.57414391,11.82323874,15.69833825,10.98408658,6.026924467,5.961888219,14.88134832,9.648701975
ACTR6,4.447528591,3.764193903,3.819930024,4.864107011,4.713300419,3.846435549,3.369710655,3.864554902,3.033380648,2.568895857,5.955815174,5.755470109,2.809963494,3.812301737
AKAP8,20.858772,19.91963,20.688498,22.43021,24.959398,24.267382,20.644775,17.347034,17.777163,21.975008,9.809733,10.741141,14.147171,12.653833
VPS28,44.381916,43.826523,48.379326,55.191963,44.916283,51.971092,50.849152,33.299774,37.326366,34.52356,25.935606,25.298456,30.683765,24.404215
SPRYD7,7.176369,5.002916,4.488789,6.883738,4.423941,3.570138,2.933127,3.605078,3.600533,3.736747,5.102013,6.416197,4.594921,6.270813
PPIL1,21.32571676,25.1728094,29.80750804,17.21775805,39.35099325,39.42476313,37.14613822,38.21955149,39.60491563,37.11035984,28.76089917,33.31164097,38.41482073,38.14513487
ZMIZ1,5.161855,5.161798,3.82942,4.909057,4.860462,5.131251,3.273633,7.447038,5.905203,8.79512,7.422216,8.253706,3.22649,1.852273
PLEKHA2,9.707442,8.866367,8.824667,11.579481,8.590055,7.930774,5.558927,10.516877,7.085971,9.496852,12.843292,11.027306,2.032846,1.821468
DHX58,1.592235,1.957691,2.127008,12.542431,1.674135,1.78388,1.026121,3.960181,2.561924,2.783951,11.401793,10.422154,2.11249,2.267709
GOLGB1,7.815674727,3.474831703,4.827980685,6.10093216,4.893401812,1.983107396,4.138706706,5.14697546,2.904627391,3.084898956,4.58278327,4.079159277,6.564375325,4.077613087
TMED1,13.42253,15.588531,15.787625,12.109579,17.169834,17.957693,14.257428,10.61462,11.968249,10.436967,18.291908,10.485784,8.516729,5.051773
MBD1,14.34158885,14.58498396,14.60205406,13.64414415,15.89864324,14.14593387,12.01193087,10.33941682,12.2010175,12.62521657,7.00587331,7.56604114,10.83019322,8.994798126
UBTD2,6.946982395,5.702083596,6.563238321,4.768111544,5.681206432,4.658923643,3.902529916,4.071968543,3.807288897,3.284276717,4.755151556,5.334601292,3.083144132,2.423851695
MED16,17.5384125,17.74636541,18.53227656,12.43892758,28.35933121,28.92259251,23.5609159,18.1351282,21.11318907,20.30472602,9.219127492,8.700902353,11.52233745,9.772638458
SBF2,4.713314823,3.371834099,3.542255265,5.116233571,2.71898282,3.300604984,2.932987981,3.152082003,2.519959076,2.249023034,8.024738845,7.399158923,3.492192773,2.674603665
CNTROB,13.81127,13.534314,14.357904,12.409812,11.742165,7.750184,6.736483,6.771359,7.285975,6.485128,3.560831,3.944951,6.703701,3.561049
TMEM258,46.68643048,48.74789123,53.5793616,51.31633746,71.67019083,56.00454225,67.235142,50.91280082,66.05051477,53.53117099,33.25941976,35.48976188,61.56881316,54.09689531
UCK2,4.725555,5.24907,6.364494,2.229804,8.857355,10.501336,6.466932,6.343006,7.392139,7.671717,3.454919,3.736381,5.107598,4.758366
AKTIP,15.42865759,13.39906928,10.25156627,21.35635818,9.944165585,9.361135692,10.25661916,8.029895721,7.484818523,7.872605157,9.238700089,11.06121427,8.737457628,10.36627106
LOC106990904,4.813962,2.623615,2.228414,2.48309,2.808878,3.695148,2.077457,2.681062,1.968376,3.057713,2.036407,2.030828,1.646887,2.596035
ZGPAT,20.011013,19.315943,19.764845,21.433025,24.67008,28.109432,24.585752,27.331947,25.582163,24.487089,20.019598,24.133154,27.749641,21.386339
MPI,13.609301,14.049428,14.77696,13.32362,15.456244,18.374348,15.923543,17.630257,15.432421,16.60136,16.420681,15.138866,27.78224,15.050008
B3GALT6,4.773778,3.896163,4.960747,2.224802,6.464899,9.541303,8.025873,6.039468,6.334544,6.409308,3.152247,3.996038,3.86315,4.40028
SRCIN1,4.733073,2.799284,4.044453,2.523906,1.916707,3.027209,2.420345,2.062318,1.029749,2.765017,0.840547,1.068471,1.189726,0.280319
SMAD7,6.123314,4.89294,3.605509,5.393772,5.216349,3.134486,2.822926,5.673892,8.959922,9.538045,4.270881,4.891246,3.116925,2.852755
RLF,9.926633916,4.524144347,5.671012984,5.666100505,3.704537046,4.974497861,3.350259792,2.659193073,2.293794072,2.378404826,3.124590193,2.942158688,1.847185531,2.147523348
RFC2,8.767521391,8.163408101,12.51972188,6.366713782,18.7910251,13.37963426,15.8628614,11.76500907,14.64388036,13.30365332,6.184970293,5.034394583,14.35257331,10.24457443
SCGB3A2,0.642718,1.764918,1.608492,1.20531,1.013566,0.575389,0.568194,6.742177,5.53757,3.854828,0.116254,0.694437,0,0
